week,day_number,day_name,portion_transliteration,title_english,title_hebrew,torah_daily_reading,sefaria_bilingual_link,weekly_torah_reading,haftarah_prophets_writings,new_testament,source_note
13,2,Monday,Shemot,Names,שמות,Exodus 1:18-2:10,https://www.sefaria.org/Exodus%201%3A18-2%3A10?lang=bi,Exodus  1:1-6:1,Judges 4:4-5:31,1 Pet 1:1-9,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
13,3,Tuesday,Shemot,Names,שמות,Exodus 2:11-2:25,https://www.sefaria.org/Exodus%202%3A11-2%3A25?lang=bi,Exodus  1:1-6:1,Judges 4:4-5:31,1 Pet 1:1-9,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
13,4,Wednesday,Shemot,Names,שמות,Exodus 3:1-3:15,https://www.sefaria.org/Exodus%203%3A1-3%3A15?lang=bi,Exodus  1:1-6:1,Judges 4:4-5:31,1 Pet 1:1-9,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
13,5,Thursday,Shemot,Names,שמות,Exodus 3:16-4:17,https://www.sefaria.org/Exodus%203%3A16-4%3A17?lang=bi,Exodus  1:1-6:1,Judges 4:4-5:31,1 Pet 1:1-9,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
13,6,Friday,Shemot,Names,שמות,Exodus 4:18-4:31,https://www.sefaria.org/Exodus%204%3A18-4%3A31?lang=bi,Exodus  1:1-6:1,Judges 4:4-5:31,1 Pet 1:1-9,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
13,7,Saturday,Shemot,Names,שמות,Exodus 5:1-6:1,https://www.sefaria.org/Exodus%205%3A1-6%3A1?lang=bi,Exodus  1:1-6:1,Judges 4:4-5:31,1 Pet 1:1-9,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
14,1,Sunday,Vaera,I Appeared,וארא,Exodus 6:2-6:13,https://www.sefaria.org/Exodus%206%3A2-6%3A13?lang=bi,Exodus  6:2-9:35,Isa 6:1-7:6; 9:5-9:6,Acts 7:17-35; 1 Cor 14:18-25,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
14,2,Monday,Vaera,I Appeared,וארא,Exodus 6:14-6:28,https://www.sefaria.org/Exodus%206%3A14-6%3A28?lang=bi,Exodus  6:2-9:35,Isa 6:1-7:6; 9:5-9:6,Acts 7:17-35; 1 Cor 14:18-25,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
14,3,Tuesday,Vaera,I Appeared,וארא,Exodus 6:29-7:7,https://www.sefaria.org/Exodus%206%3A29-7%3A7?lang=bi,Exodus  6:2-9:35,Isa 6:1-7:6; 9:5-9:6,Acts 7:17-35; 1 Cor 14:18-25,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
14,4,Wednesday,Vaera,I Appeared,וארא,Exodus 7:8-8:6,https://www.sefaria.org/Exodus%207%3A8-8%3A6?lang=bi,Exodus  6:2-9:35,Isa 6:1-7:6; 9:5-9:6,Acts 7:17-35; 1 Cor 14:18-25,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
14,5,Thursday,Vaera,I Appeared,וארא,Exodus 8:7-8:18,https://www.sefaria.org/Exodus%208%3A7-8%3A18?lang=bi,Exodus  6:2-9:35,Isa 6:1-7:6; 9:5-9:6,Acts 7:17-35; 1 Cor 14:18-25,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
14,6,Friday,Vaera,I Appeared,וארא,Exodus 8:19-9:16,https://www.sefaria.org/Exodus%208%3A19-9%3A16?lang=bi,Exodus  6:2-9:35,Isa 6:1-7:6; 9:5-9:6,Acts 7:17-35; 1 Cor 14:18-25,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
14,7,Saturday,Vaera,I Appeared,וארא,Exodus 9:17-9:35,https://www.sefaria.org/Exodus%209%3A17-9%3A35?lang=bi,Exodus  6:2-9:35,Isa 6:1-7:6; 9:5-9:6,Acts 7:17-35; 1 Cor 14:18-25,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
15,1,Sunday,Bo,Come,בא,Exodus 10:1-10:11,https://www.sefaria.org/Exodus%2010%3A1-10%3A11?lang=bi,Exodus  10:1-13:16,Jer 34:8-34:22; 33:25-26,Rom 9:14-33,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
15,2,Monday,Bo,Come,בא,Exodus 10:12-10:23,https://www.sefaria.org/Exodus%2010%3A12-10%3A23?lang=bi,Exodus  10:1-13:16,Jer 34:8-34:22; 33:25-26,Rom 9:14-33,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
15,3,Tuesday,Bo,Come,בא,Exodus 10:24-11:3,https://www.sefaria.org/Exodus%2010%3A24-11%3A3?lang=bi,Exodus  10:1-13:16,Jer 34:8-34:22; 33:25-26,Rom 9:14-33,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
15,4,Wednesday,Bo,Come,בא,Exodus 11:4-12:20,https://www.sefaria.org/Exodus%2011%3A4-12%3A20?lang=bi,Exodus  10:1-13:16,Jer 34:8-34:22; 33:25-26,Rom 9:14-33,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
15,5,Thursday,Bo,Come,בא,Exodus 12:21-12:28,https://www.sefaria.org/Exodus%2012%3A21-12%3A28?lang=bi,Exodus  10:1-13:16,Jer 34:8-34:22; 33:25-26,Rom 9:14-33,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
15,6,Friday,Bo,Come,בא,Exodus 12:29-12:51,https://www.sefaria.org/Exodus%2012%3A29-12%3A51?lang=bi,Exodus  10:1-13:16,Jer 34:8-34:22; 33:25-26,Rom 9:14-33,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
15,7,Saturday,Bo,Come,בא,Exodus 13:1-13:16,https://www.sefaria.org/Exodus%2013%3A1-13%3A16?lang=bi,Exodus  10:1-13:16,Jer 34:8-34:22; 33:25-26,Rom 9:14-33,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
16,1,Sunday,Beshalach,When He Sent,בשלח,Exodus 13:17-14:8,https://www.sefaria.org/Exodus%2013%3A17-14%3A8?lang=bi,Exodus  13:17-17:16,I Ki 5:26-6:13,Lk 22:7-30; 1 Cor 11:20-34,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
16,2,Monday,Beshalach,When He Sent,בשלח,Exodus 14:9-14:14,https://www.sefaria.org/Exodus%2014%3A9-14%3A14?lang=bi,Exodus  13:17-17:16,I Ki 5:26-6:13,Lk 22:7-30; 1 Cor 11:20-34,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
16,3,Tuesday,Beshalach,When He Sent,בשלח,Exodus 14:15-14:25,https://www.sefaria.org/Exodus%2014%3A15-14%3A25?lang=bi,Exodus  13:17-17:16,I Ki 5:26-6:13,Lk 22:7-30; 1 Cor 11:20-34,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
16,4,Wednesday,Beshalach,When He Sent,בשלח,Exodus 14:26-15:26,https://www.sefaria.org/Exodus%2014%3A26-15%3A26?lang=bi,Exodus  13:17-17:16,I Ki 5:26-6:13,Lk 22:7-30; 1 Cor 11:20-34,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
16,5,Thursday,Beshalach,When He Sent,בשלח,Exodus 15:27-16:10,https://www.sefaria.org/Exodus%2015%3A27-16%3A10?lang=bi,Exodus  13:17-17:16,I Ki 5:26-6:13,Lk 22:7-30; 1 Cor 11:20-34,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
16,6,Friday,Beshalach,When He Sent,בשלח,Exodus 16:11-16:36,https://www.sefaria.org/Exodus%2016%3A11-16%3A36?lang=bi,Exodus  13:17-17:16,I Ki 5:26-6:13,Lk 22:7-30; 1 Cor 11:20-34,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
16,7,Saturday,Beshalach,When He Sent,בשלח,Exodus 17:1-17:16,https://www.sefaria.org/Exodus%2017%3A1-17%3A16?lang=bi,Exodus  13:17-17:16,I Ki 5:26-6:13,Lk 22:7-30; 1 Cor 11:20-34,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
17,1,Sunday,Yitro,Jethro,יתרו,Exodus 18:1-18:12,https://www.sefaria.org/Exodus%2018%3A1-18%3A12?lang=bi,Exodus  18:1-20:23,Ezek 43:10-43:27,Jn 6:15-71,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
17,2,Monday,Yitro,Jethro,יתרו,Exodus 18:13-18:23,https://www.sefaria.org/Exodus%2018%3A13-18%3A23?lang=bi,Exodus  18:1-20:23,Ezek 43:10-43:27,Jn 6:15-71,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
17,3,Tuesday,Yitro,Jethro,יתרו,Exodus 18:24-18:27,https://www.sefaria.org/Exodus%2018%3A24-18%3A27?lang=bi,Exodus  18:1-20:23,Ezek 43:10-43:27,Jn 6:15-71,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
17,4,Wednesday,Yitro,Jethro,יתרו,Exodus 19:1-19:6,https://www.sefaria.org/Exodus%2019%3A1-19%3A6?lang=bi,Exodus  18:1-20:23,Ezek 43:10-43:27,Jn 6:15-71,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
17,5,Thursday,Yitro,Jethro,יתרו,Exodus 19:7-19:19,https://www.sefaria.org/Exodus%2019%3A7-19%3A19?lang=bi,Exodus  18:1-20:23,Ezek 43:10-43:27,Jn 6:15-71,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
17,6,Friday,Yitro,Jethro,יתרו,Exodus 19:20-20:14,https://www.sefaria.org/Exodus%2019%3A20-20%3A14?lang=bi,Exodus  18:1-20:23,Ezek 43:10-43:27,Jn 6:15-71,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
17,7,Saturday,Yitro,Jethro,יתרו,Exodus 20:15-20:23,https://www.sefaria.org/Exodus%2020%3A15-20%3A23?lang=bi,Exodus  18:1-20:23,Ezek 43:10-43:27,Jn 6:15-71,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
18,1,Sunday,Mishpatim,Judgments,משפטים,Exodus 21:1-21:19,https://www.sefaria.org/Exodus%2021%3A1-21%3A19?lang=bi,Exodus  21:1-24:18,I Ki 18:1-18:39,Mt 5:8-20,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
18,2,Monday,Mishpatim,Judgments,משפטים,Exodus 21:20-22:3,https://www.sefaria.org/Exodus%2021%3A20-22%3A3?lang=bi,Exodus  21:1-24:18,I Ki 18:1-18:39,Mt 5:8-20,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
18,3,Tuesday,Mishpatim,Judgments,משפטים,Exodus 22:4-22:26,https://www.sefaria.org/Exodus%2022%3A4-22%3A26?lang=bi,Exodus  21:1-24:18,I Ki 18:1-18:39,Mt 5:8-20,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
18,4,Wednesday,Mishpatim,Judgments,משפטים,Exodus 22:27-23:5,https://www.sefaria.org/Exodus%2022%3A27-23%3A5?lang=bi,Exodus  21:1-24:18,I Ki 18:1-18:39,Mt 5:8-20,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
18,5,Thursday,Mishpatim,Judgments,משפטים,Exodus 23:6-23:19,https://www.sefaria.org/Exodus%2023%3A6-23%3A19?lang=bi,Exodus  21:1-24:18,I Ki 18:1-18:39,Mt 5:8-20,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
18,6,Friday,Mishpatim,Judgments,משפטים,Exodus 23:20-23:25,https://www.sefaria.org/Exodus%2023%3A20-23%3A25?lang=bi,Exodus  21:1-24:18,I Ki 18:1-18:39,Mt 5:8-20,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
18,7,Saturday,Mishpatim,Judgments,משפטים,Exodus 23:26-24:18,https://www.sefaria.org/Exodus%2023%3A26-24%3A18?lang=bi,Exodus  21:1-24:18,I Ki 18:1-18:39,Mt 5:8-20,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
19,1,Sunday,Terumah,Contribution,תרומה,Exodus 25:1-25:16,https://www.sefaria.org/Exodus%2025%3A1-25%3A16?lang=bi,Exodus  25:1-27:19,I Ki 7:40-7:50,Mt 5:38-42;17:1-11,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
19,2,Monday,Terumah,Contribution,תרומה,Exodus 25:17-25:40,https://www.sefaria.org/Exodus%2025%3A17-25%3A40?lang=bi,Exodus  25:1-27:19,I Ki 7:40-7:50,Mt 5:38-42;17:1-11,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
19,3,Tuesday,Terumah,Contribution,תרומה,Exodus 26:1-26:14,https://www.sefaria.org/Exodus%2026%3A1-26%3A14?lang=bi,Exodus  25:1-27:19,I Ki 7:40-7:50,Mt 5:38-42;17:1-11,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
19,4,Wednesday,Terumah,Contribution,תרומה,Exodus 26:15-26:30,https://www.sefaria.org/Exodus%2026%3A15-26%3A30?lang=bi,Exodus  25:1-27:19,I Ki 7:40-7:50,Mt 5:38-42;17:1-11,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
19,5,Thursday,Terumah,Contribution,תרומה,Exodus 26:31-26:37,https://www.sefaria.org/Exodus%2026%3A31-26%3A37?lang=bi,Exodus  25:1-27:19,I Ki 7:40-7:50,Mt 5:38-42;17:1-11,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
19,6,Friday,Terumah,Contribution,תרומה,Exodus 27:1-27:8,https://www.sefaria.org/Exodus%2027%3A1-27%3A8?lang=bi,Exodus  25:1-27:19,I Ki 7:40-7:50,Mt 5:38-42;17:1-11,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
19,7,Saturday,Terumah,Contribution,תרומה,Exodus 27:9-27:19,https://www.sefaria.org/Exodus%2027%3A9-27%3A19?lang=bi,Exodus  25:1-27:19,I Ki 7:40-7:50,Mt 5:38-42;17:1-11,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
20,1,Sunday,Tetzaveh,You Shall Command,תצוה,Exodus 27:20-28:12,https://www.sefaria.org/Exodus%2027%3A20-28%3A12?lang=bi,Exodus  27:20-30:10,I Ki 7:51-8:21,2 Cor 9:1-15; Mt 5:33-37,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
20,2,Monday,Tetzaveh,You Shall Command,תצוה,Exodus 28:13-28:30,https://www.sefaria.org/Exodus%2028%3A13-28%3A30?lang=bi,Exodus  27:20-30:10,I Ki 7:51-8:21,2 Cor 9:1-15; Mt 5:33-37,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
20,3,Tuesday,Tetzaveh,You Shall Command,תצוה,Exodus 28:31-28:43,https://www.sefaria.org/Exodus%2028%3A31-28%3A43?lang=bi,Exodus  27:20-30:10,I Ki 7:51-8:21,2 Cor 9:1-15; Mt 5:33-37,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
20,4,Wednesday,Tetzaveh,You Shall Command,תצוה,Exodus 29:1-29:18,https://www.sefaria.org/Exodus%2029%3A1-29%3A18?lang=bi,Exodus  27:20-30:10,I Ki 7:51-8:21,2 Cor 9:1-15; Mt 5:33-37,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
20,5,Thursday,Tetzaveh,You Shall Command,תצוה,Exodus 29:19-29:37,https://www.sefaria.org/Exodus%2029%3A19-29%3A37?lang=bi,Exodus  27:20-30:10,I Ki 7:51-8:21,2 Cor 9:1-15; Mt 5:33-37,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
20,6,Friday,Tetzaveh,You Shall Command,תצוה,Exodus 29:38-29:46,https://www.sefaria.org/Exodus%2029%3A38-29%3A46?lang=bi,Exodus  27:20-30:10,I Ki 7:51-8:21,2 Cor 9:1-15; Mt 5:33-37,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
20,7,Saturday,Tetzaveh,You Shall Command,תצוה,Exodus 30:1-30:10,https://www.sefaria.org/Exodus%2030%3A1-30%3A10?lang=bi,Exodus  27:20-30:10,I Ki 7:51-8:21,2 Cor 9:1-15; Mt 5:33-37,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
21,1,Sunday,Ki Tisa,When You Lift,כי תשא,Exodus 30:11-31:17,https://www.sefaria.org/Exodus%2030%3A11-31%3A17?lang=bi,Exodus  30:11-34:35,Isa 43:21-44:23,Heb 13:10-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
21,2,Monday,Ki Tisa,When You Lift,כי תשא,Exodus 31:18-33:11,https://www.sefaria.org/Exodus%2031%3A18-33%3A11?lang=bi,Exodus  30:11-34:35,Isa 43:21-44:23,Heb 13:10-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
21,3,Tuesday,Ki Tisa,When You Lift,כי תשא,Exodus 33:12-33:16,https://www.sefaria.org/Exodus%2033%3A12-33%3A16?lang=bi,Exodus  30:11-34:35,Isa 43:21-44:23,Heb 13:10-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
21,4,Wednesday,Ki Tisa,When You Lift,כי תשא,Exodus 33:17-33:23,https://www.sefaria.org/Exodus%2033%3A17-33%3A23?lang=bi,Exodus  30:11-34:35,Isa 43:21-44:23,Heb 13:10-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
21,5,Thursday,Ki Tisa,When You Lift,כי תשא,Exodus 34:1-34:9,https://www.sefaria.org/Exodus%2034%3A1-34%3A9?lang=bi,Exodus  30:11-34:35,Isa 43:21-44:23,Heb 13:10-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
21,6,Friday,Ki Tisa,When You Lift,כי תשא,Exodus 34:10-34:26,https://www.sefaria.org/Exodus%2034%3A10-34%3A26?lang=bi,Exodus  30:11-34:35,Isa 43:21-44:23,Heb 13:10-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
21,7,Saturday,Ki Tisa,When You Lift,כי תשא,Exodus 34:27-34:35,https://www.sefaria.org/Exodus%2034%3A27-34%3A35?lang=bi,Exodus  30:11-34:35,Isa 43:21-44:23,Heb 13:10-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
22,1,Sunday,Vayakhel,He Assembled,ויקהל,Exodus 35:1-35:20,https://www.sefaria.org/Exodus%2035%3A1-35%3A20?lang=bi,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
22,2,Monday,Vayakhel,He Assembled,ויקהל,Exodus 35:21-35:29,https://www.sefaria.org/Exodus%2035%3A21-35%3A29?lang=bi,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
22,3,Tuesday,Vayakhel,He Assembled,ויקהל,Exodus 35:30-36:7,https://www.sefaria.org/Exodus%2035%3A30-36%3A7?lang=bi,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
22,4,Wednesday,Vayakhel,He Assembled,ויקהל,Exodus 36:8-36:19,https://www.sefaria.org/Exodus%2036%3A8-36%3A19?lang=bi,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
22,5,Thursday,Vayakhel,He Assembled,ויקהל,Exodus 36:20-37:16,https://www.sefaria.org/Exodus%2036%3A20-37%3A16?lang=bi,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
22,6,Friday,Vayakhel,He Assembled,ויקהל,Exodus 37:17-37:29,https://www.sefaria.org/Exodus%2037%3A17-37%3A29?lang=bi,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
22,7,Saturday,Vayakhel,He Assembled,ויקהל,Exodus 38:1-38:20,https://www.sefaria.org/Exodus%2038%3A1-38%3A20?lang=bi,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
23,1,Sunday,Pekudei,Accounts,פקודי,Exodus 38:21-39:1,https://www.sefaria.org/Exodus%2038%3A21-39%3A1?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
23,2,Monday,Pekudei,Accounts,פקודי,Exodus 39:2-39:21,https://www.sefaria.org/Exodus%2039%3A2-39%3A21?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
23,3,Tuesday,Pekudei,Accounts,פקודי,Exodus 39:22-39:32,https://www.sefaria.org/Exodus%2039%3A22-39%3A32?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
23,4,Wednesday,Pekudei,Accounts,פקודי,Exodus 39:33-39:43,https://www.sefaria.org/Exodus%2039%3A33-39%3A43?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
23,5,Thursday,Pekudei,Accounts,פקודי,Exodus 40:1-40:16,https://www.sefaria.org/Exodus%2040%3A1-40%3A16?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
23,6,Friday,Pekudei,Accounts,פקודי,Exodus 40:17-40:27,https://www.sefaria.org/Exodus%2040%3A17-40%3A27?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
23,7,Saturday,Pekudei,Accounts,פקודי,Exodus 40:28-40:38,https://www.sefaria.org/Exodus%2040%3A28-40%3A38?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,1,Sunday,Vayikra,And He Called,ויקרא,Leviticus 1:1-1:13,https://www.sefaria.org/Leviticus%201%3A1-1%3A13?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,2,Monday,Vayikra,And He Called,ויקרא,Leviticus 1:14-2:6,https://www.sefaria.org/Leviticus%201%3A14-2%3A6?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,3,Tuesday,Vayikra,And He Called,ויקרא,Leviticus 2:7-2:16,https://www.sefaria.org/Leviticus%202%3A7-2%3A16?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,4,Wednesday,Vayikra,And He Called,ויקרא,Leviticus 3:1-3:17,https://www.sefaria.org/Leviticus%203%3A1-3%3A17?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,5,Thursday,Vayikra,And He Called,ויקרא,Leviticus 4:1-4:26,https://www.sefaria.org/Leviticus%204%3A1-4%3A26?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,6,Friday,Vayikra,And He Called,ויקרא,Leviticus 4:27-5:10,https://www.sefaria.org/Leviticus%204%3A27-5%3A10?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,7,Saturday,Vayikra,And He Called,ויקרא,Leviticus 5:11-5:26,https://www.sefaria.org/Leviticus%205%3A11-5%3A26?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
25,1,Sunday,Tzav,Command,צו,Leviticus 6:1-6:11,https://www.sefaria.org/Leviticus%206%3A1-6%3A11?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,2,Monday,Tzav,Command,צו,Leviticus 6:12-7:10,https://www.sefaria.org/Leviticus%206%3A12-7%3A10?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,3,Tuesday,Tzav,Command,צו,Leviticus 7:11-7:38,https://www.sefaria.org/Leviticus%207%3A11-7%3A38?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,4,Wednesday,Tzav,Command,צו,Leviticus 8:1-8:13,https://www.sefaria.org/Leviticus%208%3A1-8%3A13?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,5,Thursday,Tzav,Command,צו,Leviticus 8:14-8:21,https://www.sefaria.org/Leviticus%208%3A14-8%3A21?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,6,Friday,Tzav,Command,צו,Leviticus 8:22-8:29,https://www.sefaria.org/Leviticus%208%3A22-8%3A29?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,7,Saturday,Tzav,Command,צו,Leviticus 8:30-8:36,https://www.sefaria.org/Leviticus%208%3A30-8%3A36?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
26,1,Sunday,Shmini,Eighth,שמיני,Leviticus 9:1-9:16,https://www.sefaria.org/Leviticus%209%3A1-9%3A16?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,2,Monday,Shmini,Eighth,שמיני,Leviticus 9:17-9:23,https://www.sefaria.org/Leviticus%209%3A17-9%3A23?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,3,Tuesday,Shmini,Eighth,שמיני,Leviticus 9:24-10:11,https://www.sefaria.org/Leviticus%209%3A24-10%3A11?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
