week,portion_transliteration,title_english,title_hebrew,torah_reading,haftarah_prophets_writings,new_testament,english_week_page,hebrew_week_page,greek_week_page,tlv_link,kjv_link,wlc_hebrew_link,sblgnt_greek_link,apocrypha_link,companion_reading_source_url,source_note,torah_audio_english,torah_audio_hebrew,torah_audio_greek,prophets_audio_english,prophets_audio_hebrew,prophets_audio_greek,writings_audio_english,writings_audio_hebrew,writings_audio_greek,gospels_audio_english,gospels_audio_hebrew,gospels_audio_greek,letters_audio_english,letters_audio_hebrew,letters_audio_greek,revelation_audio_english,revelation_audio_hebrew,revelation_audio_greek,day1_sunday_reading,day1_sefaria_link,day2_monday_reading,day2_sefaria_link,day3_tuesday_reading,day3_sefaria_link,day4_wednesday_reading,day4_sefaria_link,day5_thursday_reading,day5_sefaria_link,day6_friday_reading,day6_sefaria_link,day7_saturday_reading,day7_sefaria_link
43,Masei,Journeys,מסעי,Numbers  33:1-36:13,Isa 49:14-51:3,James 4:1-12,scripture/english/week43.html,scripture/hebrew/week43.html,scripture/greek/week43.html,https://www.biblegateway.com/passage/?search=Numbers%2033%3A1-36%3A13%3B%20Isa%2049%3A14-51%3A3%3B%20James%204%3A1-12&version=TLV,https://www.biblegateway.com/passage/?search=Numbers%2033%3A1-36%3A13%3B%20Isa%2049%3A14-51%3A3%3B%20James%204%3A1-12&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/05001001-05003022.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/23001001-23001027.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/41014001-41014016.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/66022001-66022021.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Numbers 33:1-33:10,https://www.sefaria.org/Numbers%2033%3A1-33%3A10?lang=bi,Numbers 33:11-33:49,https://www.sefaria.org/Numbers%2033%3A11-33%3A49?lang=bi,Numbers 33:50-34:15,https://www.sefaria.org/Numbers%2033%3A50-34%3A15?lang=bi,Numbers 34:16-34:29,https://www.sefaria.org/Numbers%2034%3A16-34%3A29?lang=bi,Numbers 35:1-35:8,https://www.sefaria.org/Numbers%2035%3A1-35%3A8?lang=bi,Numbers 35:9-35:34,https://www.sefaria.org/Numbers%2035%3A9-35%3A34?lang=bi,Numbers 36:1-36:13,https://www.sefaria.org/Numbers%2036%3A1-36%3A13?lang=bi
44,Devarim,Words,דברים,Deut. 1:1-3:22,Isa 54:11-55:5,Acts 9:1-21; 1 Tim 3:1-7,scripture/english/week44.html,scripture/hebrew/week44.html,scripture/greek/week44.html,https://www.biblegateway.com/passage/?search=Deut.%201%3A1-3%3A22%3B%20Isa%2054%3A11-55%3A5%3B%20Acts%209%3A1-21%3B%C2%A01%20Tim%203%3A1-7&version=TLV,https://www.biblegateway.com/passage/?search=Deut.%201%3A1-3%3A22%3B%20Isa%2054%3A11-55%3A5%3B%20Acts%209%3A1-21%3B%C2%A01%20Tim%203%3A1-7&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/01028010-01032002.mp3,,,https://audio.esv.org/hw/mq/28012012-28014009.mp3,,,,,,https://audio.esv.org/hw/mq/40003001-40004025.mp3,,,https://audio.esv.org/hw/mq/59001001-59002026.mp3,,,,,,Deuteronomy 1:1-1:10,https://www.sefaria.org/Deuteronomy%201%3A1-1%3A10?lang=bi,Deuteronomy 1:11-1:21,https://www.sefaria.org/Deuteronomy%201%3A11-1%3A21?lang=bi,Deuteronomy 1:22-1:38,https://www.sefaria.org/Deuteronomy%201%3A22-1%3A38?lang=bi,Deuteronomy 1:39-2:1,https://www.sefaria.org/Deuteronomy%201%3A39-2%3A1?lang=bi,Deuteronomy 2:2-2:30,https://www.sefaria.org/Deuteronomy%202%3A2-2%3A30?lang=bi,Deuteronomy 2:31-3:14,https://www.sefaria.org/Deuteronomy%202%3A31-3%3A14?lang=bi,Deuteronomy 3:15-3:22,https://www.sefaria.org/Deuteronomy%203%3A15-3%3A22?lang=bi
45,Vaetchanan,I Pleaded,ואתחנן,Deuteronomy  3:23-7:11,Isa 51:12-52:12,Mt 23:31-39; Mk 12:28-34,scripture/english/week45.html,scripture/hebrew/week45.html,scripture/greek/week45.html,https://www.biblegateway.com/passage/?search=Deuteronomy%203%3A23-7%3A11%3B%20Isa%2051%3A12-52%3A12%3B%20Mt%2023%3A31-39%3B%C2%A0Mk%2012%3A28-34&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy%203%3A23-7%3A11%3B%20Isa%2051%3A12-52%3A12%3B%20Mt%2023%3A31-39%3B%C2%A0Mk%2012%3A28-34&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/01028010-01032002.mp3,,,https://audio.esv.org/hw/mq/28012012-28014009.mp3,,,,,,https://audio.esv.org/hw/mq/40003001-40004025.mp3,,,https://audio.esv.org/hw/mq/59001001-59002026.mp3,,,,,,Deuteronomy 3:23-4:4,https://www.sefaria.org/Deuteronomy%203%3A23-4%3A4?lang=bi,Deuteronomy 4:5-4:40,https://www.sefaria.org/Deuteronomy%204%3A5-4%3A40?lang=bi,Deuteronomy 4:41-4:49,https://www.sefaria.org/Deuteronomy%204%3A41-4%3A49?lang=bi,Deuteronomy 5:1-5:18,https://www.sefaria.org/Deuteronomy%205%3A1-5%3A18?lang=bi,Deuteronomy 5:19-6:3,https://www.sefaria.org/Deuteronomy%205%3A19-6%3A3?lang=bi,Deuteronomy 6:4-6:25,https://www.sefaria.org/Deuteronomy%206%3A4-6%3A25?lang=bi,Deuteronomy 7:1-7:11,https://www.sefaria.org/Deuteronomy%207%3A1-7%3A11?lang=bi
46,Eikev,Because,עקב,Deuteronomy  7:12-11:25,Isa 54:1-54:10,Heb 11:8-13; Rom 8:31-39,scripture/english/week46.html,scripture/hebrew/week46.html,scripture/greek/week46.html,https://www.biblegateway.com/passage/?search=Deuteronomy%207%3A12-11%3A25%3B%20Isa%2054%3A1-54%3A10%3B%20Heb%2011%3A8-13%3B%C2%A0Rom%208%3A31-39&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy%207%3A12-11%3A25%3B%20Isa%2054%3A1-54%3A10%3B%20Heb%2011%3A8-13%3B%C2%A0Rom%208%3A31-39&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/05007012-05011025.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/23049014-23051003.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/43013031-43015027.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/58007001-58007028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Deuteronomy 7:12-8:10,https://www.sefaria.org/Deuteronomy%207%3A12-8%3A10?lang=bi,Deuteronomy 8:11-9:3,https://www.sefaria.org/Deuteronomy%208%3A11-9%3A3?lang=bi,Deuteronomy 9:4-9:29,https://www.sefaria.org/Deuteronomy%209%3A4-9%3A29?lang=bi,Deuteronomy 10:1-10:11,https://www.sefaria.org/Deuteronomy%2010%3A1-10%3A11?lang=bi,Deuteronomy 10:12-11:9,https://www.sefaria.org/Deuteronomy%2010%3A12-11%3A9?lang=bi,Deuteronomy 11:10-11:21,https://www.sefaria.org/Deuteronomy%2011%3A10-11%3A21?lang=bi,Deuteronomy 11:22-11:25,https://www.sefaria.org/Deuteronomy%2011%3A22-11%3A25?lang=bi
47,Re’eh,See,ראה,Deuteronomy  11:26-16:17,Isa 60:1-60:22,Jn 7:37-52; 1 Jn 4:1-6,scripture/english/week47.html,scripture/hebrew/week47.html,scripture/greek/week47.html,https://www.biblegateway.com/passage/?search=Deuteronomy%2011%3A26-16%3A17%3B%20Isa%2060%3A1-60%3A22%3B%20Jn%207%3A37-52%3B%201%20Jn%204%3A1-6&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy%2011%3A26-16%3A17%3B%20Isa%2060%3A1-60%3A22%3B%20Jn%207%3A37-52%3B%201%20Jn%204%3A1-6&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,ttp://audio.esvbible.org/hw/05011026-05016017.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://audio.esvbible.org/hw/23066001-23066024.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://audio.esvbible.org/hw/09011001-09012025.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/40001001-40002026.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/48003001-48004025.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/66001001-66002026.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,Deuteronomy 11:26-12:10,https://www.sefaria.org/Deuteronomy%2011%3A26-12%3A10?lang=bi,Deuteronomy 12:11-12:28,https://www.sefaria.org/Deuteronomy%2012%3A11-12%3A28?lang=bi,Deuteronomy 12:29-13:19,https://www.sefaria.org/Deuteronomy%2012%3A29-13%3A19?lang=bi,Deuteronomy 14:1-14:21,https://www.sefaria.org/Deuteronomy%2014%3A1-14%3A21?lang=bi,Deuteronomy 14:22-14:29,https://www.sefaria.org/Deuteronomy%2014%3A22-14%3A29?lang=bi,Deuteronomy 15:1-15:18,https://www.sefaria.org/Deuteronomy%2015%3A1-15%3A18?lang=bi,Deuteronomy 15:19-16:17,https://www.sefaria.org/Deuteronomy%2015%3A19-16%3A17?lang=bi
48,Shoftim,Judges,שופטים,Deuteronomy  16:18-21:9,Isa 61:10-63:9,Jn 1:19-27; Acts 3:22-23,scripture/english/week48.html,scripture/hebrew/week48.html,scripture/greek/week48.html,https://www.biblegateway.com/passage/?search=Deuteronomy%2016%3A18-21%3A9%3B%20Isa%2061%3A10-63%3A9%3B%20Jn%201%3A19-27%3B%C2%A0Acts%203%3A22-23&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy%2016%3A18-21%3A9%3B%20Isa%2061%3A10-63%3A9%3B%20Jn%201%3A19-27%3B%C2%A0Acts%203%3A22-23&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/05016018-05021009.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/23051012-23052012.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/30003001-30004025.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/40026047-40027010.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/48003001-48004025.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/66001001-66002026.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,Deuteronomy 16:18-17:13,https://www.sefaria.org/Deuteronomy%2016%3A18-17%3A13?lang=bi,Deuteronomy 17:14-17:20,https://www.sefaria.org/Deuteronomy%2017%3A14-17%3A20?lang=bi,Deuteronomy 18:1-18:5,https://www.sefaria.org/Deuteronomy%2018%3A1-18%3A5?lang=bi,Deuteronomy 18:6-18:13,https://www.sefaria.org/Deuteronomy%2018%3A6-18%3A13?lang=bi,Deuteronomy 18:14-19:13,https://www.sefaria.org/Deuteronomy%2018%3A14-19%3A13?lang=bi,Deuteronomy 19:14-20:9,https://www.sefaria.org/Deuteronomy%2019%3A14-20%3A9?lang=bi,Deuteronomy 20:10-21:9,https://www.sefaria.org/Deuteronomy%2020%3A10-21%3A9?lang=bi
49,Ki Teitzei,When You Go Out,כי תצא,Deuteronomy  21:10-25:19,Isa 55:6-56:8,Mt 5:27-30; 1 Cor 5:1-5,scripture/english/week49.html,scripture/hebrew/week49.html,scripture/greek/week49.html,https://www.biblegateway.com/passage/?search=Deuteronomy%2021%3A10-25%3A19%3B%20Isa%2055%3A6-56%3A8%3B%20Mt%205%3A27-30%3B%C2%A01%20Cor%205%3A1-5&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy%2021%3A10-25%3A19%3B%20Isa%2055%3A6-56%3A8%3B%20Mt%205%3A27-30%3B%C2%A01%20Cor%205%3A1-5&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/05021010-05025019.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/23054001-23054010.mp3,https://mechon-mamre.org/mp3/t1054.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/30003001-30004025.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/42023001-42023056.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://drive.google.com/file/d/0B_lI56V6nAYOc0xLd1VFTldPa1k/view?resourcekey=0-RB2ZnBJm7V2nita4GtgPcg,https://audio.esv.org/hw/mq/59001001-59002026.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/66001001-66002026.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,Deuteronomy 21:10-21:21,https://www.sefaria.org/Deuteronomy%2021%3A10-21%3A21?lang=bi,Deuteronomy 21:22-22:7,https://www.sefaria.org/Deuteronomy%2021%3A22-22%3A7?lang=bi,Deuteronomy 22:8-23:7,https://www.sefaria.org/Deuteronomy%2022%3A8-23%3A7?lang=bi,Deuteronomy 23:8-23:24,https://www.sefaria.org/Deuteronomy%2023%3A8-23%3A24?lang=bi,Deuteronomy 23:25-24:4,https://www.sefaria.org/Deuteronomy%2023%3A25-24%3A4?lang=bi,Deuteronomy 24:5-24:13,https://www.sefaria.org/Deuteronomy%2024%3A5-24%3A13?lang=bi,Deuteronomy 24:14-25:19,https://www.sefaria.org/Deuteronomy%2024%3A14-25%3A19?lang=bi
50,Ki Tavo,When You Come In,כי תבוא,Deuteronomy 26:1-29:8,II Sam 22:1-51,Eph 1:3-6; Rev 21:10-27,scripture/english/week50.html,scripture/hebrew/week50.html,scripture/greek/week50.html,https://www.biblegateway.com/passage/?search=Deuteronomy26%3A1-29%3A8%3B%20II%20Sam%2022%3A1-51%3B%20Eph%201%3A3-6%3B%C2%A0Rev%2021%3A10-27&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy26%3A1-29%3A8%3B%20II%20Sam%2022%3A1-51%3B%20Eph%201%3A3-6%3B%C2%A0Rev%2021%3A10-27&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to כי תבוא,http://audio.esvbible.org/hw/05026001-05029008.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://audio.esvbible.org/hw/23060001-23060022.mp,https://mechon-mamre.org/mp3/t1054.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://audio.esvbible.org/hw/11011001-11011043.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/42024001-42024056.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://drive.google.com/file/d/0B_lI56V6nAYOc0xLd1VFTldPa1k/view?resourcekey=0-RB2ZnBJm7V2nita4GtgPcg,https://audio.esv.org/hw/49002001-49002023.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://www.helding.net/greeklatinaudio/greek/colossians/eph02g.mp3,https://audio.esv.org/hw/66007001-66007017.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://www.helding.net/greeklatinaudio/greek/revelation/rev07g.mp3,Deuteronomy 26:1-26:11,https://www.sefaria.org/Deuteronomy%2026%3A1-26%3A11?lang=bi,Deuteronomy 26:12-26:15,https://www.sefaria.org/Deuteronomy%2026%3A12-26%3A15?lang=bi,Deuteronomy 26:16-26:19,https://www.sefaria.org/Deuteronomy%2026%3A16-26%3A19?lang=bi,Deuteronomy 27:1-27:10,https://www.sefaria.org/Deuteronomy%2027%3A1-27%3A10?lang=bi,Deuteronomy 27:11-28:6,https://www.sefaria.org/Deuteronomy%2027%3A11-28%3A6?lang=bi,Deuteronomy 28:7-28:69,https://www.sefaria.org/Deuteronomy%2028%3A7-28%3A69?lang=bi,Deuteronomy 29:1-29:8,https://www.sefaria.org/Deuteronomy%2029%3A1-29%3A8?lang=bi
51,Nitzavim,Standing,נצבים,Deuteronomy  29:9-30:20,Josh 1:1-18,Rom 10:1-11:12; Rev 22:1-5,scripture/english/week51.html,scripture/hebrew/week51.html,scripture/greek/week51.html,https://www.biblegateway.com/passage/?search=Deuteronomy%2029%3A9-30%3A20%3B%20Josh%201%3A1-18%3B%20Rom%2010%3A1-11%3A12%3B%20Rev%2022%3A1-5&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy%2029%3A9-30%3A20%3B%20Josh%201%3A1-18%3B%20Rom%2010%3A1-11%3A12%3B%20Rev%2022%3A1-5&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/28012012-28014009.mp3,https://mechon-mamre.org/mp3/t1054.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://audio.esvbible.org/hw/11011001-11011043.mp3,https://mechon-mamre.org/mp3/t1054.mp,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/40003001-40004025.mp3,https://mechon-mamre.org/mp3/t1054.mp,https://drive.google.com/file/d/0B_lI56V6nAYOc0xLd1VFTldPa1k/view?resourcekey=0-RB2ZnBJm7V2nita4GtgPcg,https://audio.esv.org/hw/mq/59001001-59002026.mp3,https://mechon-mamre.org/mp3/t1054.mp,http://www.helding.net/greeklatinaudio/greek/colossians/eph02g.mp3,https://audio.esv.org/hw/66007001-66007017.mp3,https://mechon-mamre.org/mp3/t1054.mp,http://www.helding.net/greeklatinaudio/greek/revelation/rev07g.mp3,Deuteronomy 29:9-29:11,https://www.sefaria.org/Deuteronomy%2029%3A9-29%3A11?lang=bi,Deuteronomy 29:12-29:14,https://www.sefaria.org/Deuteronomy%2029%3A12-29%3A14?lang=bi,Deuteronomy 29:15-29:28,https://www.sefaria.org/Deuteronomy%2029%3A15-29%3A28?lang=bi,Deuteronomy 30:1-30:6,https://www.sefaria.org/Deuteronomy%2030%3A1-30%3A6?lang=bi,Deuteronomy 30:7-30:10,https://www.sefaria.org/Deuteronomy%2030%3A7-30%3A10?lang=bi,Deuteronomy 30:11-30:14,https://www.sefaria.org/Deuteronomy%2030%3A11-30%3A14?lang=bi,Deuteronomy 30:15-30:20,https://www.sefaria.org/Deuteronomy%2030%3A15-30%3A20?lang=bi
52,Vayeilech,And He Went,וילך,Deuteronomy  31:1-31:30,None — intentional in PWA generated page,None — intentional in PWA generated page,scripture/english/week52.html,scripture/hebrew/week52.html,scripture/greek/week52.html,https://www.biblegateway.com/passage/?search=Deuteronomy%2031%3A1-31%3A30&version=TLV,https://www.biblegateway.com/passage/?search=Deuteronomy%2031%3A1-31%3A30&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,scripture/greek/week52.html,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Vayelech to Hebcal Vayeilech,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/28012012-28014009.mp3,https://mechon-mamre.org/mp3/t1054.mp3,https://audio.esv.org/hw/mq/01028010-01032002.mp3,http://audio.esvbible.org/hw/11011001-11011043.mp3,https://mechon-mamre.org/mp3/t1054.mp,https://audio.esv.org/hw/mq/01028010-01032002.mp3,https://audio.esv.org/hw/mq/40003001-40004025.mp3,https://mechon-mamre.org/mp3/t1054.mp,https://drive.google.com/file/d/0B_lI56V6nAYOc0xLd1VFTldPa1k/view?resourcekey=0-RB2ZnBJm7V2nita4GtgPcg,https://audio.esv.org/hw/mq/59001001-59002026.mp3,https://mechon-mamre.org/mp3/t1054.mp,http://www.helding.net/greeklatinaudio/greek/colossians/eph02g.mp3,https://audio.esv.org/hw/66007001-66007017.mp3,https://mechon-mamre.org/mp3/t1054.mp,http://www.helding.net/greeklatinaudio/greek/revelation/rev07g.mp3,Deuteronomy 31:1-31:3,https://www.sefaria.org/Deuteronomy%2031%3A1-31%3A3?lang=bi,Deuteronomy 31:4-31:6,https://www.sefaria.org/Deuteronomy%2031%3A4-31%3A6?lang=bi,Deuteronomy 31:7-31:9,https://www.sefaria.org/Deuteronomy%2031%3A7-31%3A9?lang=bi,Deuteronomy 31:10-31:13,https://www.sefaria.org/Deuteronomy%2031%3A10-31%3A13?lang=bi,Deuteronomy 31:14-31:19,https://www.sefaria.org/Deuteronomy%2031%3A14-31%3A19?lang=bi,Deuteronomy 31:20-31:24,https://www.sefaria.org/Deuteronomy%2031%3A20-31%3A24?lang=bi,Deuteronomy 31:25-31:30,https://www.sefaria.org/Deuteronomy%2031%3A25-31%3A30?lang=bi
